============================================================
SFA Fine-tuning (2-GPU Model Parallel: vision→GPU0, LLM→GPU1)
============================================================
Loading model from /NetDisk/j_son/internvl_35...
The tokenizer you are loading from '/NetDisk/j_son/internvl_35' with an incorrect regex pattern: https://huggingface.co/mistralai/Mistral-Small-3.1-24B-Instruct-2503/discussions/84#69121093e8b480e709447d5e. This will lead to incorrect tokenization. You should set the `fix_mistral_regex=True` flag when loading this tokenizer to fix this issue.
  Loading model-00001-of-00004.safetensors...
  Loading model-00002-of-00004.safetensors...
  Loading model-00003-of-00004.safetensors...
  Loading model-00004-of-00004.safetensors...
  [Split GPU mode] Vision → cuda:0, LLM → cuda:1
  GPU 0 (vision): 0.6 GB
  GPU 1 (LLM):    15.3 GB
Model loaded (split GPU).
Replaced 24 attention layers with SFA
Trainable: 337,590,400 / 8,528,325,760 (4.0%)
  Gradient checkpointing enabled for vision encoder
  img_context_token_id: 151671
  num_image_token: 256
  Trainable params: 337,590,400 / 8,528,325,760 (4.0%)
  GPU 0 (vision): 0.8 GB | GPU 1 (LLM): 15.3 GB
[ChartQA train] 28299 samples

  Epochs: 3
  Batch size: 4 × grad_accum 8 × 1 GPUs = 32
  Steps/epoch: 7074
  Total optimizer steps: 2652
  LR: 2e-05
  Mode: 2-GPU split

/home/juyeon/miniconda3/envs/docmllm/lib/python3.10/site-packages/torch/_dynamo/eval_frame.py:600: UserWarning: torch.utils.checkpoint: the use_reentrant parameter should be passed explicitly. In version 2.4 we will raise an exception if use_reentrant is not passed. use_reentrant=False is recommended, but if you need to preserve the current default behavior, you can pass use_reentrant=True. Refer to docs for more details on the differences between the two variants.
  return fn(*args, **kwargs)
/home/juyeon/miniconda3/envs/docmllm/lib/python3.10/site-packages/torch/utils/checkpoint.py:295: FutureWarning: `torch.cpu.amp.autocast(args...)` is deprecated. Please use `torch.amp.autocast('cpu', args...)` instead.
  with torch.enable_grad(), device_autocast_ctx, torch.cpu.amp.autocast(**ctx.cpu_autocast_kwargs):  # type: ignore[attr-defined]
/home/juyeon/miniconda3/envs/docmllm/lib/python3.10/site-packages/torch/utils/checkpoint.py:1399: FutureWarning: `torch.cpu.amp.autocast(args...)` is deprecated. Please use `torch.amp.autocast('cpu', args...)` instead.
  with device_autocast_ctx, torch.cpu.amp.autocast(**cpu_autocast_kwargs), recompute_context:  # type: ignore[attr-defined]
/home/juyeon/miniconda3/envs/docmllm/lib/python3.10/site-packages/torch/autograd/graph.py:768: UserWarning: Attempting to run cuBLAS, but there was no current CUDA context! Attempting to set the primary context... (Triggered internally at ../aten/src/ATen/cuda/CublasHandlePool.cpp:135.)
  return Variable._execution_engine.run_backward(  # Calls into the C++ engine to run the backward pass
  [Epoch 1] step 80/7074 | loss: 4.7813 | lr: 2.00e-06 | G0:8.1GB G1:15.3GB | 74s
  [Epoch 1] step 160/7074 | loss: 4.6276 | lr: 4.00e-06 | G0:8.1GB G1:15.3GB | 145s
  [Epoch 1] step 240/7074 | loss: 4.5575 | lr: 6.00e-06 | G0:8.1GB G1:15.3GB | 217s
  [Epoch 1] step 320/7074 | loss: 4.4451 | lr: 8.00e-06 | G0:8.1GB G1:15.3GB | 288s
  [Epoch 1] step 400/7074 | loss: 4.3514 | lr: 1.00e-05 | G0:8.1GB G1:15.3GB | 360s
  [Epoch 1] step 480/7074 | loss: 4.2471 | lr: 1.20e-05 | G0:8.1GB G1:15.3GB | 431s
  [Epoch 1] step 560/7074 | loss: 4.1386 | lr: 1.40e-05 | G0:8.1GB G1:15.3GB | 502s
  [Epoch 1] step 640/7074 | loss: 4.0079 | lr: 1.60e-05 | G0:8.1GB G1:15.3GB | 574s
  [Epoch 1] step 720/7074 | loss: 3.8490 | lr: 1.80e-05 | G0:8.1GB G1:15.3GB | 645s
  [Epoch 1] step 800/7074 | loss: 3.6925 | lr: 2.00e-05 | G0:8.1GB G1:15.3GB | 717s
  [Epoch 1] step 880/7074 | loss: 3.5240 | lr: 2.00e-05 | G0:8.1GB G1:15.3GB | 788s
  [Epoch 1] step 960/7074 | loss: 3.3687 | lr: 2.00e-05 | G0:8.1GB G1:15.3GB | 859s
  [Epoch 1] step 1040/7074 | loss: 3.2228 | lr: 2.00e-05 | G0:8.1GB G1:15.3GB | 938s
  [Epoch 1] step 1120/7074 | loss: 3.0960 | lr: 2.00e-05 | G0:8.1GB G1:15.3GB | 1010s
  [Epoch 1] step 1200/7074 | loss: 2.9795 | lr: 2.00e-05 | G0:8.1GB G1:15.3GB | 1082s
  [Epoch 1] step 1280/7074 | loss: 2.8679 | lr: 2.00e-05 | G0:8.1GB G1:15.3GB | 1153s
  [Epoch 1] step 1360/7074 | loss: 2.7707 | lr: 2.00e-05 | G0:8.1GB G1:15.3GB | 1225s
  [Epoch 1] step 1440/7074 | loss: 2.6780 | lr: 2.00e-05 | G0:8.1GB G1:15.3GB | 1300s
  [Epoch 1] step 1520/7074 | loss: 2.5933 | lr: 1.99e-05 | G0:8.1GB G1:15.3GB | 1383s
  [Epoch 1] step 1600/7074 | loss: 2.5151 | lr: 1.99e-05 | G0:8.1GB G1:15.3GB | 1468s
  [Epoch 1] step 1680/7074 | loss: 2.4419 | lr: 1.99e-05 | G0:8.1GB G1:15.3GB | 1551s
  [Epoch 1] step 1760/7074 | loss: 2.3741 | lr: 1.99e-05 | G0:8.1GB G1:15.3GB | 1629s
  [Epoch 1] step 1840/7074 | loss: 2.3094 | lr: 1.99e-05 | G0:8.1GB G1:15.3GB | 1707s
  [Epoch 1] step 1920/7074 | loss: 2.2506 | lr: 1.99e-05 | G0:8.1GB G1:15.3GB | 1785s
